identity,scopus_id,doi,title,year,journal,original_query,narrower_query,sample_us_label,source_review,conflict,conflict_resolution,mixed,adjudicated,rationale,n_validated_reviews,evidence_ids,human_validated
doi:10.1111/risa.12457,84945455769,10.1111/risa.12457,"Risk Preferences, Probability Weighting, and Strategy Tradeoffs in Wildfire Management",2015,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.12920,85035044091,10.1111/risa.12920,Public Response to a Near-Miss Nuclear Accident Scenario Varying in Causal Attributions and Outcome Uncertainty,2018,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.13301,85070350450,10.1111/risa.13301,"Communicating with the Public About Marauding Terrorist Firearms Attacks: Results from a Survey Experiment on Factors Influencing Intention to “Run, Hide, Tell” in the United Kingdom and Denmark",2019,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.13446,85078680582,10.1111/risa.13446,Risk or Efficacy? How Psychological Distance Influences Climate Change Engagement,2020,Risk Analysis,true,true,unclear,metadata,false,,false,false,"A geographically representative national sample is described, but its nation is not named.",1,edf0973d3247dce426e8,false
doi:10.1111/risa.13633,85096683058,10.1111/risa.13633,The Role of Fairness in Early Characterization of New Technologies: Effects on Selective Exposure and Risk Perception,2021,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.14111,85148430045,10.1111/risa.14111,Narrative persuasion and psychological distance: Analyzing the effectiveness of distance-framed narratives in communicating ocean plastic pollution,2023,Risk Analysis,true,true,unclear,metadata,false,,false,false,The young-adult sample and pollution narratives do not identify where participants were recruited.,1,95ea3a87f1173a5389ca,false
doi:10.1111/risa.14255,85176941859,10.1111/risa.14255,Machines meet humans on the social road: Risk implications,2024,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.17689,85213687939,10.1111/risa.17689,The future is closer than you imagine: The influence of psychological distance on people's risk perception and intentions for proenvironmental behavior of pesticides,2025,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.17706,85215522152,10.1111/risa.17706,Decision-making under flood predictions: A risk perception study of coastal real estate,2025,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.17713,105000417315,10.1111/risa.17713,A new hope or phantom menace? Exploring climate emotions and public support for climate interventions across 30 countries,2025,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.70030,105004300211,10.1111/risa.70030,Mismatch between warning information and protective behavior: Why experts + AI < 2?,2025,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.70076,105012405225,10.1111/risa.70076,Generating targeted and tailored health communication narratives with AI,2025,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.70144,105021249211,10.1111/risa.70144,Quelling Concerns About Rooftops: Do Risk-Communication Strategies Influence Public Acceptance of 5G Base Stations in China?,2025,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/risa.70294,105043306772,10.1111/risa.70294,Trust-Building Communication for Extreme Heat Preparedness,2026,Risk Analysis,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.12231,85017357787,10.1111/ropr.12231,Emphasis Framing and the Role of Perceived Knowledge: A Survey Experiment,2017,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.12439,85112684468,10.1111/ropr.12439,"Bridging the ideological gap? How fairness perceptions mediate the effect of revenue recycling on public support for carbon taxes in the United States, Canada and Germany",2021,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.12563,85165003203,10.1111/ropr.12563,The effect of policy narratives on policy elite versus public preferences for hydraulic fracturing regulation,2024,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.12579,85174313637,10.1111/ropr.12579,"Judicial reasoning, individual cultural types, and support for COVID-19 vaccine mandates",2024,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.12595,85181507136,10.1111/ropr.12595,Impact of public information campaign on citizen behaviors: Vignette experimental study on recycling program in South Korea,2025,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.12603,85183863367,10.1111/ropr.12603,Expert opinion and public support of genetically modified food policy: Does deficit model work in China?,2024,Review of Policy Research,true,true,non_us,metadata,false,,false,false,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,1,2eb4e5250699961ebafb,false
doi:10.1111/ropr.12639,85212767692,10.1111/ropr.12639,Gender equality frames do not impact public support for economic relief policy in times of crisis: A survey experiment,2025,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.70005,105000556257,10.1111/ropr.70005,Can different policy interventions work complementarily?—A survey experiment on policy compliance,2025,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.70015,105006834893,10.1111/ropr.70015,Comparing public support for alternative climate policy designs: An experimental study,2026,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.70040,105008804549,10.1111/ropr.70040,Survey Experiments in Public Policy: A Systematic Literature Review,2026,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.70042,105011371029,10.1111/ropr.70042,Congruent Nudging: Examining the Interplay of Educative and Non-Educative Nudges in Citizens' Co-Production Intentions,2026,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.70083,105031793153,10.1111/ropr.70083,"Immigration, Beneficiary Assumptions, and Welfare Support",2026,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ropr.70122,105046162689,10.1111/ropr.70122,Promoting Citizens' Policy Compliance Willingness Through Adjusting the Psychological Distance Toward Policy Tools,2026,Review of Policy Research,true,true,non_us,metadata,false,,false,false,Chinese public-policy context; sampling location unstated.,2,405d91acf51085918d09|7c5c00d57b01a7b018c7,false
doi:10.1111/ropr.70125,105046407785,10.1111/ropr.70125,"Out of Sight, Out of Mind? The Impact of Issue Proximity on Policy Choice at the Individual Level",2026,Review of Policy Research,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/rssa.12190,84960323823,10.1111/rssa.12190,Unpacking the determinants of life satisfaction: a survey experiment,2017,Journal of the Royal Statistical Society Series A Statistics in Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/rssa.12420,85056277647,10.1111/rssa.12420,Experimental evaluation of mail questionnaires in a probability sample on victimization,2019,Journal of the Royal Statistical Society Series A Statistics in Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/rssa.12448,85066044091,10.1111/rssa.12448,An embedded experiment for targeted non-response follow-up in establishment surveys,2019,Journal of the Royal Statistical Society Series A Statistics in Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/rssa.12835,85127278669,10.1111/rssa.12835,Using a responsive survey design to innovate self-administered mixed-mode surveys,2022,Journal of the Royal Statistical Society Series A Statistics in Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/rssa.12856,85130462555,10.1111/rssa.12856,A new experiment on the use of images to answer web survey questions,2022,Journal of the Royal Statistical Society Series A Statistics in Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/rssa.12960,85141599338,10.1111/rssa.12960,Pictures instead of survey questions: An experimental investigation of the feasibility of using pictures in a housing survey,2022,Journal of the Royal Statistical Society Series A Statistics in Society,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/sjoe.12009,84876084664,10.1111/sjoe.12009,Strategic Responses: A Survey Experiment on Opposition to Pension Reforms*,2013,Scandinavian Journal of Economics,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/sjoe.12587,105011958853,10.1111/sjoe.12587,Out-group penalties in refugee assistance: a survey experiment,2025,Scandinavian Journal of Economics,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/sltb.12355,85019545782,10.1111/sltb.12355,"Media Reporting on Suicide: Evaluating the Effects of Including Preventative Resources and Psychoeducational Information on Suicide Risk, Attitudes, Knowledge, and Help-Seeking Behaviors",2018,Suicide and Life Threatening Behavior,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/sltb.12636,85083278173,10.1111/sltb.12636,Short-Term Effects of Media Reports on Terrorism That Are Consistent vs. Not Consistent with Media Recommendations on Mass Shootings: A Randomized Controlled Trial,2020,Suicide and Life Threatening Behavior,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/sltb.13004,85172120955,10.1111/sltb.13004,Werther or Papageno? Examining the effects of news reports of celebrity suicide versus non-celebrity peer suicide on intentions to seek help among vulnerable young adults,2023,Suicide and Life Threatening Behavior,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/sms.12272,84936177761,10.1111/sms.12272,Can exercise change the stereotypes associated with individuals with cancer?,2015,Scandinavian Journal of Medicine and Science in Sports,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/soc4.12855,85100887543,10.1111/soc4.12855,"Shifting categories, changing attitudes: A boundary work approach in the study of attitudes toward migrants",2021,Sociology Compass,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/socf.12590,85080917329,10.1111/socf.12590,It’s All in the Definition: Color-Blind Interpretations of School Diversity,2020,Sociological Forum,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/socf.12750,85114047130,10.1111/socf.12750,Has Pandemic Threat Stoked Xenophobia? How COVID-19 Influences California Voters’ Attitudes toward Diversity and Immigration*,2021,Sociological Forum,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/socf.12769,85115229625,10.1111/socf.12769,"Revision, Reclassification, and Refrigerators1",2021,Sociological Forum,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/socf.12786,85121492178,10.1111/socf.12786,"(Bio)Logics of The Family: Gender, Biological Relatedness, and Attitudes Toward Children’s Gender Nonconformity in a Vignette Experiment1",2022,Sociological Forum,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/socf.70082,105041559207,10.1111/socf.70082,Willingness to Donate to Racially Marked Non-Governmental Organizations: The Case of Environmental Justice,2026,Sociological Forum,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/sode.12128,84943817918,10.1111/sode.12128,First Arrival and Collective Land Ownership: How Children Reason About Who Owns the Land,2015,Social Development,true,true,unclear,metadata,false,,false,false,The child participants' country is unspecified.,1,6ffe126758c32841c876,false
doi:10.1111/sode.12395,85070736573,10.1111/sode.12395,"The socializing role of logical consequences, mild punishments, and reasoning in rule-breaking contexts involving multifaceted issues",2020,Social Development,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/soin.12162,85013321881,10.1111/soin.12162,The Interplay between Equity and Gender Ideology in Perceived Housework Fairness: Evidence from an Experimental Vignette Design,2017,Sociological Inquiry,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/soin.12275,85073519390,10.1111/soin.12275,"Black, Blue, and Blow: The Effect of Race and Criminal History on Perceptions of Police Violence",2019,Sociological Inquiry,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spc3.12826,85165561626,10.1111/spc3.12826,Blinded by trust in close others: Examining the effect of social closeness on cooperative behaviors during the COVID-19 pandemic,2023,Social and Personality Psychology Compass,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spc3.12924,85178490180,10.1111/spc3.12924,Punishing or praising gossipers: How people interpret the motives driving negative gossip shapes its consequences,2024,Social and Personality Psychology Compass,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spsr.12453,85105685379,10.1111/spsr.12453,Framing Effects on the COVID-19 See-Saw,2021,Swiss Political Science Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spsr.12493,85119426755,10.1111/spsr.12493,Do Citizens use Sociodemographic Characteristics as Cues to Infer Candidate Issue Positions?,2021,Swiss Political Science Review,true,true,non_us,metadata,false,,false,false,Representative voter survey in Swiss election context.,2,ca91146169bc4f31281f|0239c81d93daca1b906f,false
doi:10.1111/spsr.12521,85130525116,10.1111/spsr.12521,"Wind Turbines, Public Acceptance, and Electoral Outcomes",2022,Swiss Political Science Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spsr.12545,85140397041,10.1111/spsr.12545,What Drives the Selection of Political Information on Google? Tension Between Ideal Democracy and the Influence of Ranking,2023,Swiss Political Science Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spsr.12554,85145368819,10.1111/spsr.12554,Do Citizens Judge Health Experts Through a Partisan Lens? Evidence from a Factorial Survey Experiment,2023,Swiss Political Science Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spsr.12606,85196722737,10.1111/spsr.12606,Deservingness and Welfare Attitudes Through Young Eyes: The Future of the Swiss Welfare State,2024,Swiss Political Science Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spsr.12643,85210955880,10.1111/spsr.12643,When issues matter: A Survey Experiment with Local Leaders,2025,Swiss Political Science Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spsr.70013,105016381567,10.1111/spsr.70013,Uniform for All? A Framing Experiment on the Acceptance of a Gender-Neutral Compulsory Service in Switzerland,2026,Swiss Political Science Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/spsr.70047,105047006457,10.1111/spsr.70047,Do Net-Zero Targets Embedded in (EU) Legislation Increase Public Support for Climate Policies?,2026,Swiss Political Science Review,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12105,84916601017,10.1111/ssqu.12105,Americans Fill Out President Obama's Census Form: What is His Race?,2014,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12158,84929656284,10.1111/ssqu.12158,Mass Deportations and the Future of Latino Partisanship,2015,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12159,84958918544,10.1111/ssqu.12159,Moral Frames and Climate Change Policy Attitudes,2015,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12169,84958944486,10.1111/ssqu.12169,God and Marriage: The Impact of Religious Identity Priming on Attitudes Toward Same-Sex Marriage,2015,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12234,84966473936,10.1111/ssqu.12234,Do Frames Emphasizing Harm to Age and Racial-Ethnic Groups Reduce Support for Voter ID Laws?,2016,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12308,84973879597,10.1111/ssqu.12308,Presidential Appointments and Policy Priorities*,2017,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12336,85000879062,10.1111/ssqu.12336,A Convenient Truth: University Employees as Heterogeneous and Inexpensive Experimental Samples,2017,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12338,84996599559,10.1111/ssqu.12338,“I Don't Agree with Giving Cash”: A Survey Experiment Examining Support for Public Assistance,2017,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12406,85047444290,10.1111/ssqu.12406,Burying the Hatchet? Elite Influence and White Opinion on the Washington Redskins Controversy*,2018,Social Science Quarterly,true,true,us_explicit,metadata,false,,false,false,The stated respondents of interest are white Americans in an experiment embedded in the CCES.,1,49d7ecd7f383103ae39d,false
doi:10.1111/ssqu.12431,85028555766,10.1111/ssqu.12431,"United Nations, Uniting Nations: International Support Cues and American Attitudes on Environmental Sustainability*",2017,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12475,85042368387,10.1111/ssqu.12475,"Cognitive Deliberation, Electoral Decision Making, and Democratic Health*",2018,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12491,85042503143,10.1111/ssqu.12491,Risks and Rewards of College Football: Who Would Accept a Scholarship Knowing the Chances of Physical Harm?*,2018,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12492,85055876525,10.1111/ssqu.12492,Challenging the Dominant Frame: The Moderating Impact of Exposure and Knowledge on Perceptions of Sex Trafficking Victimization*,2018,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12533,85053519179,10.1111/ssqu.12533,How Increasing Party Diversity May Lead to Worsening Reported Racial Attitudes*,2018,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12539,85055163621,10.1111/ssqu.12539,Deserving a Just Pension: A Factorial Survey Approach*,2019,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12584,85061289450,10.1111/ssqu.12584,Where Will the British Go? And Why?*,2019,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12600,85061291962,10.1111/ssqu.12600,Why Do People Pay Bribes? A Survey Experiment with Resource Users*,2019,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12622,85063526302,10.1111/ssqu.12622,A “Ferguson Effect” on 2016 Presidential Vote Preference? Findings from a Framing Experiment Examining “Shy Voters” and Cues Related to Policing and Social Unrest*,2019,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12659,85065410868,10.1111/ssqu.12659,Perceived Ideological Distance and Trust in Congress,2019,Social Science Quarterly,true,true,us_inferred,metadata,false,,false,false,"The experimental test accompanies congressional-election data and concerns constituents of the US Congress, supporting US participant inference.",1,6074db980c9d4c216673,false
doi:10.1111/ssqu.12664,85065707568,10.1111/ssqu.12664,Does Negative Group Information Moderate Ideological Identity? An Experimental Test,2019,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12686,85068049998,10.1111/ssqu.12686,Representation Imperatives in the Public Mind,2019,Social Science Quarterly,true,true,us_explicit,metadata,false,,false,false,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",1,2f3f2502afed2c8ef409,false
doi:10.1111/ssqu.12697,85069904157,10.1111/ssqu.12697,Intersectionality in Action: Gun Ownership and Women's Political Participation,2019,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12719,85071196692,10.1111/ssqu.12719,Economic Downturns and Hardline Public Opinion,2020,Social Science Quarterly,true,true,non_us,metadata,false,,false,false,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,1,a8149b6dc4007a41a6e2,false
doi:10.1111/ssqu.12754,85076298466,10.1111/ssqu.12754,Does “Politicizing” Gun Violence Increase Support for Gun Control? Experimental Evidence from the Las Vegas Shooting,2020,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12758,85077905362,10.1111/ssqu.12758,Attitudes Toward Immigration: Ethnicity Trumps Skills But Not Legality?,2020,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12810,85087869356,10.1111/ssqu.12810,How the Alt-Right Label Informs Political Assessments,2020,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12857,85089868759,10.1111/ssqu.12857,Anxious About Social Violence: The Emotional Underpinnings of Support for Gun Control,2020,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12866,85094187547,10.1111/ssqu.12866,Badge of Courage or Sign of Criminality? Experimental Evidence for How Voters Respond to Candidates Who Were Arrested at a Protest,2020,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12891,85096843117,10.1111/ssqu.12891,Cui Bono? Partisanship and Attitudes Toward Refugees,2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12892,85096691049,10.1111/ssqu.12892,"Physical Attractiveness, Halo Effects, and Social Joining",2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12902,85097563880,10.1111/ssqu.12902,No Justice! Black Protests? No Peace: The Racial Nature of Threat Evaluations of Nonviolent #BlackLivesMatter Protests,2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12927,85100141709,10.1111/ssqu.12927,Defying the Supreme Court: The Impact of Overt Resistance to Landmark Legal Rulings,2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12931,85099812512,10.1111/ssqu.12931,Responding to Policy Signals? An Experimental Study on Information about Policy Adoption and Data Retention Policy Support in Germany,2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.12983,85104960889,10.1111/ssqu.12983,One Bad Apple Spoils the Bunch: Kavanaugh and Change in Institutional Support for the Supreme Court,2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13057,85113217939,10.1111/ssqu.13057,Are people better employees than machines? Dehumanizing language and employee performance appraisals,2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13065,85114890581,10.1111/ssqu.13065,"Sports elites, counter-stereotypical statements, and immigration attitudes",2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13068,85114891488,10.1111/ssqu.13068,Voter experience and ballot language framing effects: Evidence from a survey experiment,2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13079,85114599981,10.1111/ssqu.13079,Gender differences in perceived risk of COVID-19,2021,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13138,85127412947,10.1111/ssqu.13138,Party over preference? Strategic primary voting in the age of outsiders*,2022,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13152,85128707098,10.1111/ssqu.13152,Can a constitutional monarch influence democratic preferences? Japanese emperor and the regulation of public expression,2022,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13154,85130587100,10.1111/ssqu.13154,Red for Ed? Heterogeneous support for increased school spending in a conservative state,2022,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13180,85132074045,10.1111/ssqu.13180,"Unworthy victims and threatening adversaries: Islam, Muslims, and U.S. foreign policy",2022,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13184,85133558158,10.1111/ssqu.13184,Public opinion on U.S. investment in foreign countries: Survey evidence from 11 southern states in the United States,2022,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13186,85132450549,10.1111/ssqu.13186,Electoral incentives make politicians respond to voter preferences: Evidence from a survey experiment with members of Parliament in Belgium,2022,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13299,85164521314,10.1111/ssqu.13299,Does the competitiveness of election moderate the impact of descriptive social norms on voter turnout? A survey experiment in Japan,2023,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13305,85164736052,10.1111/ssqu.13305,How low can we go: Court approval effects on public opinion,2023,Social Science Quarterly,true,true,unclear,metadata,false,,false,false,Six survey-experiment conditions display headlines with different approval ratings before support questions.,1,24ef89748426f133c7ae,false
doi:10.1111/ssqu.13324,85178490020,10.1111/ssqu.13324,Public perceptions of pollsters in the United States: Experimental evidence,2024,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13351,85186226465,10.1111/ssqu.13351,"The ‘Euphoria’ effect: A popular HBO show, Gen Z, and drug policy beliefs",2024,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13359,85186852025,10.1111/ssqu.13359,Citizens’ perceptions of the quality of democracy in the American states,2024,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13407,85195495078,10.1111/ssqu.13407,Breaking the bank: Personal financial interests of Supreme Court justices and institutional legitimacy,2024,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13457,85205694138,10.1111/ssqu.13457,White NIMBYism and diversity close to home,2024,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13471,85209790283,10.1111/ssqu.13471,Does it matter how we measure conspiracy beliefs? A test of three measurement approaches,2025,Social Science Quarterly,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1111/ssqu.13480,85213031996,10.1111/ssqu.13480,Do Political Endorsements Affect Support for Conspiracy Theories?,2025,Social Science Quarterly,true,true,non_us,metadata,false,,false,false,The respondent recruitment country is stated directly.,1,2bd4878a6ad5494e7a70,false
